%X	Y
0.000000	0.000000
5.265568	0.000000
12.133700	-0.076923
18.315018	0.076923
25.641026	0.076923
31.364469	0.076923
37.316850	0.307692
42.124542	0.384615
47.619048	0.307692
54.029304	0.307692
59.981685	0.538462
67.307692	0.615385
72.573260	0.692308
77.609890	0.923077
85.393773	1.153846
92.948718	1.538462
99.358974	1.692308
105.311355	2.000000
112.637363	2.384615
118.818681	2.384615
125.228938	2.769231
132.326007	2.769231
138.278388	2.769231
143.772894	2.846154
149.496337	2.846154
154.990842	3.000000
161.858974	2.923077
168.040293	2.846154
172.847985	2.846154
178.342491	2.538462
183.150183	2.461538
187.728938	2.307692
195.283883	1.846154
201.007326	1.692308
207.875458	1.307692
214.056777	1.153846
220.924908	0.769231
227.564103	0.384615
232.829670	0.230769
239.010989	-0.230769
245.879121	-0.461538
252.747253	-0.769231
262.820513	-1.230769
269.688645	-1.538462
275.183150	-2.153846
282.738095	-2.153846
288.003663	-2.615385
294.184982	-2.846154
299.908425	-3.076923
305.631868	-3.307692
310.897436	-3.846154
315.247253	-4.000000
317.078755	-4.307692
