%X	Y
0.000000	0.000000
3.663004	0.000000
6.410256	0.000000
8.699634	0.000000
11.904762	0.185185
15.338828	0.370370
17.857143	0.370370
21.062271	0.555556
24.496337	0.555556
28.388278	0.555556
31.135531	0.740741
35.027473	0.740741
38.919414	0.740741
42.582418	0.740741
46.245421	0.925926
48.305861	0.925926
52.197802	0.925926
57.005495	1.111111
62.042125	1.296296
67.307692	1.111111
72.115385	1.296296
78.754579	1.111111
84.935897	1.111111
92.719780	1.111111
99.358974	1.481481
107.371795	1.111111
114.926740	1.666667
122.939560	1.481481
130.265568	1.481481
137.820513	1.481481
145.833333	1.296296
152.014652	0.925926
156.135531	1.481481
162.316850	1.481481
169.413919	1.481481
175.366300	1.296296
182.692308	1.296296
199.175824	1.296296
190.476190	1.296296
205.586081	1.481481
211.767399	1.296296
218.177656	1.666667
228.250916	2.037037
236.721612	1.666667
244.734432	1.481481
255.494505	1.666667
267.399267	1.481481
281.593407	1.481481
292.353480	2.037037
310.439560	2.037037
315.705128	2.037037
