%X	Y
0.000000	0.000000
7.591093	0.322581
16.953441	0.645161
25.050607	1.129032
32.388664	1.451613
40.991903	2.096774
46.305668	2.580645
52.631579	2.580645
58.957490	2.903226
65.030364	3.064516
71.356275	3.064516
77.429150	2.903226
85.273279	2.903226
91.852227	2.903226
99.190283	2.903226
105.769231	3.064516
112.601215	3.064516
118.168016	3.064516
122.975709	3.064516
131.072874	2.419355
138.917004	2.258065
144.989879	1.935484
151.062753	1.612903
156.376518	1.451613
163.967611	0.806452
172.317814	-0.161290
181.427126	-1.129032
187.753036	-1.451613
195.344130	-2.258065
204.200405	-3.387097
214.321862	-4.677419
224.443320	-5.806452
233.046559	-6.774194
243.674089	-8.225806
251.771255	-9.354839
262.145749	-10.645161
272.014170	-11.935484
287.449393	-13.870968
303.896761	-16.129032
315.789474	-17.580645
324.898785	-18.870968
334.514170	-20.645161
340.334008	-21.129032
